target,hull_energy,gamma,predictions/SynthNN,predictions/PU-CGNF,predictions/PU-CGCNN,predictions/SynCoTrain,predictions/TSDNN
O2Rb1Ta1,0.35,0.561,0.007,0.501,0.139,0.551,0.998
O2Rb2Ta1,0.377,0.672,0.001,0.599,0.248,0.489,0.999
O2Rb3Ta1,0.512,0.802,0.001,0.406,0.023,0.496,0.997
O3Rb4Ta2,0.594,1.014,0.001,0.134,0.094,0.583,0.996
O4Rb5Ta3,0.562,1.058,0.001,0.06,0.1,0.501,0.989
O5Rb1Ta2,0.107,0.07,0.918,0.842,0.534,0.532,1.0
O5Rb4Ta3,0.574,0.931,0.001,0.362,0.227,0.455,0.997
O5Rb6Ta2,0.41,0.538,0.001,0.737,0.067,0.411,0.997
O6Rb7Ta1,0.0,0.227,0.832,0.896,0.323,0.975,1.0
O7Rb4Ta2,0.0,0.05,0.554,0.85,0.329,0.52,0.999
O8Rb1Ta3,0.041,0.03,0.986,0.885,0.365,0.585,0.999
Fe1K1O1,0.276,0.307,0.001,0.882,0.378,0.992,0.998
Fe1K2O3,0.022,0.01,0.178,0.926,0.803,1.0,1.0
Fe1K3O5,0.079,0.06,0.318,0.884,0.81,0.999,1.0
Fe1K4O5,0.035,0.029,0.257,0.915,0.547,1.0,1.0
Fe1K4O7,0.185,0.14,0.079,0.867,0.458,0.992,1.0
Fe1K4O8,0.161,0.141,0.047,0.871,0.365,0.84,1.0
Fe1K5O5,0.014,0.024,0.174,0.935,0.551,0.998,1.0
Fe1K5O6,0.11,0.077,0.118,0.913,0.812,1.0,1.0
Fe1K5O7,0.176,0.123,0.107,0.88,0.387,0.992,1.0
Fe1K6O4,0.04,0.038,0.9,0.907,0.26,0.998,1.0
Fe1K7O4,0.049,0.076,0.004,0.86,0.314,0.999,1.0
Fe1K7O6,0.03,0.014,0.11,0.933,0.629,0.999,1.0
Fe1K7O8,0.154,0.098,0.047,0.912,0.541,0.996,1.0
Fe2K1O3,0.065,0.057,0.851,0.829,0.863,0.858,0.992
Fe2K1O5,0.173,0.203,0.277,0.887,0.504,0.313,0.997
Fe2K2O5,0.064,0.048,0.593,0.854,0.431,0.812,0.999
Fe2K2O7,0.249,0.236,0.216,0.899,0.679,0.988,0.997
Fe2K3O7,0.112,0.095,0.511,0.877,0.624,0.993,0.999
Fe2K5O7,0.015,0.008,0.217,0.922,0.519,0.997,1.0
Fe2K8O5,0.046,0.122,0.006,0.905,0.34,0.999,0.999
Fe3K1O2,0.577,0.57,0.001,0.199,0.447,0.775,0.994
Fe3K2O5,0.067,0.057,0.899,0.827,0.788,0.906,0.997
Fe3K4O7,0.054,0.027,0.292,0.91,0.782,0.972,0.999
Fe3K4O8,0.077,0.057,0.441,0.887,0.206,0.955,1.0
Fe3K5O7,0.029,0.022,0.932,0.943,0.821,0.996,0.999
Fe3K5O8,0.04,0.02,0.18,0.925,0.746,0.986,0.999
Fe3K7O5,0.135,0.213,0.004,0.939,0.396,0.996,0.999
Fe3K8O7,0.092,0.118,0.702,0.948,0.527,0.99,0.999
Fe4K2O5,0.155,0.146,0.265,0.726,0.59,0.962,0.977
Fe4K3O7,0.088,0.095,0.906,0.831,0.686,0.963,0.995
Fe4K6O7,0.109,0.174,0.858,0.957,0.687,0.975,0.999
Fe5K1O8,0.179,0.112,0.48,0.774,0.213,0.775,0.976
Fe5K2O7,0.131,0.104,0.435,0.821,0.485,0.918,0.982
Fe5K3O8,0.163,0.181,0.894,0.827,0.401,0.989,0.994
Fe5K6O8,0.15,0.207,0.544,0.944,0.665,0.989,0.998
Fe5K7O6,0.262,0.316,0.001,0.945,0.591,0.996,0.997
Fe6K1O7,0.153,0.187,0.135,0.656,0.316,0.729,0.974
Ba1Ge1O1,0.05,0.63,0.003,0.827,0.295,0.982,1.0
Ba1Ge2O3,0.074,0.455,0.001,0.77,0.485,0.68,1.0
Ba1Ge2O4,0.117,0.315,0.003,0.859,0.461,0.719,1.0
Ba1Ge2O6,0.205,0.238,0.904,0.888,0.8,0.763,1.0
Ba1Ge4O5,0.134,0.601,0.001,0.61,0.497,0.633,1.0
Ba2Ge1O1,0.027,0.693,0.075,0.869,0.538,0.902,1.0
Ba2Ge1O2,0.122,0.481,0.005,0.764,0.418,0.996,1.0
Ba2Ge1O3,0.13,0.248,0.005,0.851,0.28,0.967,1.0
Ba2Ge3O8,0.049,0.022,0.927,0.891,0.53,0.743,1.0
Ba3Ge1O2,0.123,0.607,0.01,0.848,0.307,0.606,1.0
Ba3Ge2O4,0.108,0.427,0.01,0.824,0.355,0.738,1.0
Ba3Ge2O5,0.195,0.327,0.001,0.867,0.24,0.792,1.0
Ba3Ge4O2,0.108,0.832,0.023,0.898,0.57,0.948,1.0
Ba4Ge1O2,0.284,0.793,0.033,0.909,0.271,0.814,0.999
Ba4Ge1O4,0.149,0.429,0.004,0.726,0.317,0.588,1.0
Ba4Ge3O1,0.029,0.878,0.013,0.849,0.733,0.934,1.0
Ba4Ge3O2,0.09,0.787,0.016,0.825,0.599,0.88,1.0
Ba4Ge6O1,0.107,0.979,0.31,0.945,0.739,0.988,1.0
Ba4Ge7O1,0.073,0.994,0.293,0.888,0.81,0.982,1.0
Ba5Ge2O1,0.046,0.9,0.016,0.904,0.749,0.96,0.999
Ba5Ge2O8,0.085,0.153,0.01,0.864,0.35,0.958,1.0
Ba5Ge3O2,0.065,0.798,0.026,0.863,0.708,0.851,1.0
Ba5Ge3O4,0.089,0.606,0.014,0.786,0.26,0.809,1.0
Ba5Ge6O2,0.123,0.896,0.025,0.937,0.57,0.98,1.0
Ba5Ge7O3,0.115,0.868,0.029,0.904,0.529,0.975,1.0
Ba6Ge2O3,0.055,0.704,0.031,0.908,0.537,0.92,1.0
Ba6Ge5O2,0.044,0.86,0.013,0.844,0.718,0.933,1.0
Ba6Ge5O7,0.133,0.557,0.005,0.808,0.289,0.986,1.0
Ba7Ge2O3,0.044,0.761,0.052,0.915,0.674,0.714,1.0
Ba7Ge3O1,0.075,0.936,0.014,0.899,0.869,0.937,0.996
Ba7Ge5O4,0.109,0.748,0.01,0.817,0.613,0.974,1.0
Ba7Ge6O2,0.059,0.889,0.014,0.851,0.76,0.951,1.0
Ba7Ge6O8,0.187,0.584,0.033,0.808,0.2,0.969,1.0
Ba8Ge3O5,0.084,0.635,0.01,0.857,0.346,0.697,1.0
Ba8Ge7O2,0.074,0.905,0.044,0.856,0.621,0.997,1.0
Ce1O3Sc2,0.082,0.804,0.003,0.117,0.358,0.985,0.995
Ce1O4Sc3,0.12,0.798,0.002,0.17,0.109,0.763,0.987
Ce1O5Sc2,0.104,0.032,0.515,0.791,0.182,0.467,0.999
Ce1O5Sc3,0.137,0.462,0.011,0.504,0.163,0.707,0.995
Ce1O5Sc4,0.082,0.784,0.001,0.22,0.488,0.99,0.996
Ce1O7Sc4,0.154,0.265,0.012,0.692,0.32,0.64,0.998
Ce1O8Sc5,0.218,0.376,0.01,0.638,0.244,0.312,0.998
Ce2O3Sc1,0.051,0.87,0.005,0.107,0.557,0.956,0.996
Ce2O3Sc2,0.145,1.176,0.004,0.111,0.173,0.917,0.979
Ce2O4Sc1,0.149,0.498,0.01,0.412,0.221,0.989,0.998
Ce2O5Sc2,0.104,0.531,0.013,0.357,0.435,0.906,0.999
Ce2O5Sc4,0.075,1.008,0.003,0.088,0.234,0.976,0.982
Ce2O5Sc6,0.051,1.285,0.004,0.078,0.203,0.991,0.934
Ce2O6Sc3,0.127,0.577,0.008,0.324,0.469,0.828,0.997
Ce2O7Sc2,0.132,0.057,0.407,0.809,0.195,0.205,0.999
Ce2O7Sc4,0.142,0.597,0.007,0.308,0.263,0.854,0.998
Ce2O7Sc5,0.081,0.793,0.001,0.143,0.363,0.983,0.996
Ce3O4Sc1,0.043,0.886,0.011,0.163,0.483,0.941,0.997
Ce3O4Sc2,0.043,1.106,0.009,0.163,0.32,0.977,0.992
Ce3O5Sc1,0.116,0.614,0.003,0.242,0.209,0.748,0.998
Ce3O5Sc4,0.074,1.189,0.006,0.09,0.121,0.996,0.945
Ce3O6Sc1,0.091,0.325,0.423,0.608,0.527,0.802,0.999
Ce3O6Sc2,0.149,0.632,0.008,0.222,0.157,0.674,0.998
Ce3O7Sc1,0.108,0.106,0.484,0.777,0.173,0.396,0.999
Ce3O7Sc4,0.078,0.837,0.004,0.087,0.452,0.999,0.997
Ce3O8Sc4,0.127,0.658,0.004,0.212,0.421,0.966,0.997
Ce4O7Sc2,0.125,0.693,0.003,0.166,0.414,0.991,0.998
